timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-08-24T00:14:24Z,1.5129,0.9,92.5,78.5,85.5,true,false,0,potpi-esp01
2026-08-24T01:14:24Z,1.5129,0.9,92.5,78.5,85.5,true,false,0,potpi-esp01
2026-08-24T02:14:24Z,1.5129,0.9,92.5,78.5,85.5,true,false,0,potpi-esp01
2026-08-24T03:14:24Z,1.5129,0.9032,92.5,78.2,85.4,true,false,0,potpi-esp01
2026-08-24T04:14:24Z,1.5129,0.9032,92.5,78.2,85.4,true,false,0,potpi-esp01
2026-08-24T05:14:24Z,1.5129,0.9032,92.5,78.2,85.4,true,false,0,potpi-esp01
2026-08-24T06:14:24Z,1.5161,0.9032,92.3,78.2,85.3,true,false,0,potpi-esp01
2026-08-24T07:14:24Z,1.5194,0.9032,92.1,78.2,85.2,true,false,0,potpi-esp01
2026-08-24T08:14:24Z,1.5226,0.9032,91.9,78.2,85.1,true,false,0,potpi-esp01
2026-08-24T09:14:24Z,1.521,0.9032,92,78.2,85.1,true,false,0,potpi-esp01
2026-08-24T10:14:24Z,1.5226,0.9032,91.9,78.2,85.1,true,false,0,potpi-esp01
2026-08-24T11:14:24Z,1.5226,0.9032,91.9,78.2,85.1,true,false,0,potpi-esp01
2026-08-24T12:14:24Z,1.5226,0.9065,91.9,78,84.9,true,false,0,potpi-esp01
2026-08-24T13:14:24Z,1.5226,0.9032,91.9,78.2,85.1,true,false,0,potpi-esp01
2026-08-24T14:14:24Z,1.5226,0.9032,91.9,78.2,85.1,true,false,0,potpi-esp01
2026-08-24T15:14:24Z,1.5226,0.9065,91.9,78,84.9,true,false,0,potpi-esp01
2026-08-24T16:14:25Z,1.5258,0.9065,91.6,78,84.8,true,false,0,potpi-esp01
2026-08-24T17:14:25Z,1.5242,0.9065,91.8,78,84.9,true,false,0,potpi-esp01
2026-08-24T18:14:25Z,1.5258,0.9065,91.6,78,84.8,true,false,0,potpi-esp01
2026-08-24T19:14:25Z,1.5258,0.9065,91.6,78,84.8,true,false,0,potpi-esp01
2026-08-24T20:14:25Z,1.5258,0.9097,91.6,77.7,84.7,true,false,0,potpi-esp01
2026-08-24T21:14:25Z,1.5258,0.9097,91.6,77.7,84.7,true,false,0,potpi-esp01
