timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-07-04T00:43:39Z,1.7613,1.0968,76.4,61.9,69.2,true,false,0,potpi-esp01
2026-07-04T01:43:39Z,1.7613,1.1,76.4,61.7,69,true,false,0,potpi-esp01
2026-07-04T02:43:39Z,1.7645,1.1,76.2,61.7,68.9,true,false,0,potpi-esp01
2026-07-04T03:43:39Z,1.7645,1.1,76.2,61.7,68.9,true,false,0,potpi-esp01
2026-07-04T04:43:39Z,1.7645,1.1032,76.2,61.4,68.8,true,false,0,potpi-esp01
2026-07-04T05:43:39Z,1.7645,1.1032,76.2,61.4,68.8,true,false,0,potpi-esp01
2026-07-04T06:43:39Z,1.7645,1.1032,76.2,61.4,68.8,true,false,0,potpi-esp01
2026-07-04T07:43:39Z,1.7645,1.1032,76.2,61.4,68.8,true,false,0,potpi-esp01
2026-07-04T08:43:39Z,1.7645,1.1032,76.2,61.4,68.8,true,false,0,potpi-esp01
2026-07-04T09:43:39Z,1.7677,1.1032,76,61.4,68.7,true,false,0,potpi-esp01
2026-07-04T10:43:39Z,1.7677,1.1065,76,61.1,68.5,true,false,0,potpi-esp01
2026-07-04T11:43:39Z,1.7677,1.1065,76,61.1,68.5,true,false,0,potpi-esp01
2026-07-04T12:43:39Z,1.7677,1.1065,76,61.1,68.5,true,false,0,potpi-esp01
2026-07-04T13:43:39Z,1.771,1.1065,75.7,61.1,68.4,true,false,0,potpi-esp01
