timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-09-20T00:15:04Z,1.6258,0.9903,85.2,70.9,78,true,false,0,potpi-esp01
2026-09-20T01:15:04Z,1.6274,0.9903,85.1,70.9,78,true,false,0,potpi-esp01
2026-09-20T02:15:04Z,1.629,0.9903,85,70.9,77.9,true,false,0,potpi-esp01
2026-09-20T03:15:04Z,1.629,0.9903,85,70.9,77.9,true,false,0,potpi-esp01
2026-09-20T04:15:04Z,1.629,0.9935,85,70.6,77.8,true,false,0,potpi-esp01
2026-09-20T05:15:04Z,1.6323,0.9935,84.7,70.6,77.7,true,false,0,potpi-esp01
2026-09-20T06:15:04Z,1.6323,0.9935,84.7,70.6,77.7,true,false,0,potpi-esp01
2026-09-20T07:15:04Z,1.6419,0.9968,84.1,70.4,77.2,true,false,0,potpi-esp01
2026-09-20T08:15:04Z,1.629,0.9903,85,70.9,77.9,true,false,0,potpi-esp01
2026-09-20T09:15:04Z,1.629,0.9903,85,70.9,77.9,true,false,0,potpi-esp01
2026-09-20T10:15:04Z,1.6323,0.9935,84.7,70.6,77.7,true,false,0,potpi-esp01
2026-09-20T11:15:05Z,1.6355,0.9968,84.5,70.4,77.4,true,false,0,potpi-esp01
2026-09-20T12:15:05Z,1.6387,1,84.3,70.1,77.2,true,false,0,potpi-esp01
2026-09-20T13:15:05Z,1.6194,1.0645,85.6,64.7,75.1,true,false,0,potpi-esp01
